ticker,issuer_name
AKO_A,Embotelladora Andina S.A. (AKO.A)
AKOB,Embotelladora Andina S.A. (AKOB)
AKO_B,Embotelladora Andina S.A. (AKO.B)
AKP,Alliance California Municipal Income Fund Inc (AKP)
AKR,Acadia Realty Trust (AKR)
AKRO,Akero Therapeutics Inc (AKRO)
AKRX,Akorn Inc. (AKRX)
AKS,AK Steel Holding Corp (AKS)
AKS_1,AK Steel Holding Corp. (AKS)
AKT,AMBAC Financial Group Inc. (AKT)
AKTS,Akoustis Technologies Inc (AKTS)
AKTX,Akari Therapeutics Plc (AKTX)
AKU,Akumin Inc (AKU)
AKUS,Akouos Inc (AKUS)
AL,Air Lease Corp (AL)
AL_1,Alcan Inc (AL)
ALAC,Alberton Acquisition Corp (ALAC)
ALACR,Alberton Acquisition Corp (ALACR)
ALACU,Alberton Acquisition Corp (ALACU)
ALACW,Alberton Acquisition Corp (ALACW)
ALB,Albemarle Corp. (ALB)
ALBO,Albireo Pharma Inc (ALBO)
ALC,Alcon Inc. (ALC)
ALC_1,Assisted Living Concepts Inc (ALC)
ALCO,Alico Inc. (ALCO)
ALD,WisdomTree Trust (ALD)
ALD_1,Allied Capital Corp. (ALD)
ALDR,Alder BioPharmaceuticals Inc (ALDR)
ALDW,Alon USA Partners LP (ALDW)
ALDW_1,Alon USA Partners LP (ALDW)
ALDX,Aldeyra Therapeutics Inc (ALDX)
ALE,"Allete, Inc. (ALE)"
ALEC,Alector Inc (ALEC)
ALEX,Alexander & Baldwin Inc. (ALEX)
ALEX_1,Alexander & Baldwin Inc (ALEX)
ALEXW_,Alexander & Baldwin Inc (ALEXw_)
ALEXW__1,Alexander & Baldwin Inc (New) (ALEXw_)
ALFA,ETF Series Solutions Trust (ALFA)
ALFA_1,AlphaClone Alternative Alpha ETF (ALFA)
ALF_CL,Alabama Power Co (ALF.CL)
ALFI,ETF Series Solutions Trust (ALFI)
ALG,Alamo Group Inc. (ALG)
ALGN,"Align Technology, Inc. (ALGN)"
ALGR,Allegro Merger Corp (ALGR)
ALGRR,Allegro Merger Corp (ALGRR)
ALGRU,Allegro Merger Corp (ALGRU)
ALGRW,Allegro Merger Corp (ALGRW)
ALGS,Aligos Therapeutics Inc (ALGS)
ALGT,Allegiant Travel (ALGT)
ALIM,Alimera Sciences Inc. (ALIM)
ALIN_P_A,Altera Infrastructure L.P (ALINpA)
ALIN_P_B,Altera Infrastructure L.P (ALINpB)
ALIN_P_E,Altera Infrastructure L.P (ALINpE)
ALJ,Alon Usa Energy Inc (ALJ)
ALJJ,Alj Regional Holdings Inc (ALJJ)
ALK,Alaska Air Group Inc. (ALK)
ALKS,Alkermes plc (ALKS)
ALL,Allstate Corp (The) (ALL)
ALLE,Allegion plc (ALLE)
ALLE_1,Allegiant Bancorp Inc. (ALLE)
ALLEW_,Allegion PLC (ALLEw_)
ALLEW__1,Allegion Public Limited Company (ALLEw_)
ALLK,Allakos Inc (ALLK)
ALLO,Allogene Therapeutics Inc (ALLO)
ALL_P_A_CL,Allstate Corp (The) (ALLpA.CL)
ALL_P_B,Allstate Corp (The) (ALLpB)
ALL_P_C,Allstate Corp (The) (ALLpC)
ALL_P_C_CL,Allstate Corp (The) (ALLpC.CL)
ALL_P_D,Allstate Corp (The) (ALLpD)
ALL_P_D_CL,Allstate Corporation (ALLpD.CL)
ALL_P_E,Allstate Corp (The) (ALLpE)
ALL_P_E_CL,Allstate Corporation (ALLpE.CL)
ALL_P_F,Allstate Corp (The) (ALLpF)
ALL_P_F_CL,Allstate Corporation (ALLpF.CL)
ALL_P_G,Allstate Corp (The) (ALLpG)
ALL_P_H,Allstate Corp (The) (ALLpH)
ALL_P_I,Allstate Corp (The) (ALLpI)
ALL_P_RA,Allstate Corp (The) (ALLpRA)
ALL_P_RB,Allstate Corp (The) (ALLpRB)
ALL_P_RC,Allstate Corp (The) (ALLpRC)
ALL_P_RD,Allstate Corp (The) (ALLpRD)
ALL_P_RF,Allstate Corp (The) (ALLpRF)
ALLT,Allot Ltd (ALLT)
ALLY,Ally Financial Inc (ALLY)
ALLY_1,Bally Technologies Inc (ALLY)
ALLY_P_A,GMAC Capital Trust I (ALLYpA)
ALLY_P_B_CL,Ally Financial Inc (ALLYpB.CL)
ALLY_P_B_CL_1,Ally Financial Inc (ALLYpB.CL)
ALM,Alabama Power Co (ALM)
ALM_CL,Alabama Power Co 5.875% Sr Notes Series (ALM.CL)
ALM_CL_1,Alabama Power Company (ALM.CL)
ALN,American Lorain Corp (ALN)
ALNA,Allena Pharmaceuticals Inc (ALNA)
ALNY,Alnylam Pharmaceuticals Inc (ALNY)
ALO,Alio Gold Inc (ALO)
ALOG,Analogic Corp. (ALOG)
ALOT,AstroNova Inc (ALOT)
AL_P_A,Air Lease Corp (ALpA)
ALPN,Alpine Immune Sciences Inc (ALPN)
ALP_P_N_CL,Alabama Power Co (ALPpN.CL)
ALP_P_O_CL,Alabama Power Co (ALPpO.CL)
ALP_P_P_CL,Alabama Power Co (ALPpP.CL)
ALP_P_Q,Alabama Power Co (ALPpQ)
ALP_PR_P,Alabama Power Co (ALP.pR.P)
ALQ,Alabama Power Co (ALQ)
ALQ_CL,Alabama Power Co (ALQ.CL)
ALR_1,Alere Inc (ALR)
ALRM,Alarm.com Holdings Inc (ALRM)
ALRN,Aileron Therapeutics Inc (ALRN)
ALR_P_B,Alere Inc (ALRpB)
ALRS,Alerus Financial Corp (ALRS)
ALSK,Alaska Communications Systems Group Inc (ALSK)
ALSN,Allison Transmission Holdings Inc (ALSN)
ALT,Altimmune Inc (ALT)
ALTA,Altabancorp (ALTA)
ALTG,Alta Equipment Group Inc (ALTG)
ALTG_WS,Alta Equipment Group Inc (ALTG.WS)
ALTL,Pacer Funds Trust (ALTL)
ALTM,Altus Midstream Co (ALTM)
ALTMW,Altus Midstream Co (ALTMW)
ALTR,Altair Engineering Inc (ALTR)
ALTS,ProShares Trust (ALTS)
ALTY,Global X Funds (ALTY)
ALU,Alcatel Lucent (ALU)
ALU_1,Alcatel Lucent (ALU)
ALUS,Alussa Energy Acquisition Corp (ALUS)
ALUS_U,Alussa Energy Acquisition Corp (ALUS.U)
ALUS_WS,Alussa Energy Acquisition Corp (ALUS.WS)
ALV,Autoliv Inc. (ALV)
ALV_P_RZ_,Autoliv Inc. (ALVpRZ_)
ALVR,AlloVir Inc (ALVR)
ALVW,Autoliv Inc. (ALVw)
ALX,Alexander`s Inc. (ALX)
ALXN,Alexion Pharmaceuticals Inc. (ALXN)
ALXO,Alx Oncology Holdings Inc (ALXO)
ALY,Allis Chalmers Energy Inc (ALY)
ALYA,Alithya Group inc (ALYA)
ALZ,Alabama Power Co (ALZ)
ALZ_1,Alabama Power Co (ALZ)
AM,Antero Midstream Corp (AM)
AM_1,Antero Midstream Partners LP (AM)
AMAG,AMAG Pharmaceuticals Inc (AMAG)
AMAL,Amalgamated Bank. (AMAL)
AMAT,Applied Materials Inc. (AMAT)
AMBA,Ambarella Inc (AMBA)
AMBC,AMBAC Financial Group Inc. (AMBC)
AMBCW,AMBAC Financial Group Inc. (AMBCW)
AMBC_WS,Ambac Financial Group Inc (AMBC.WS)
AMBO,Ambow Education Holding Ltd (AMBO)
AMBO_1,Ambow Education Holding Ltd (AMBO)
AMBR,Amber Road Inc (AMBR)
AMC,AMC Entertainment Holdings Inc (AMC)
AMC_1,American Mortgage Acceptance Co (AMC)
AMCA,iShares Trust (AMCA)
AMCI,Amci Acquisition Corp (AMCI)
AMCIU,Amci Acquisition Corp (AMCIU)
AMCIW,Amci Acquisition Corp (AMCIW)
AMCN,AirMedia Group Inc (AMCN)
AMCR,Amcor Plc (AMCR)
AMCX,AMC Networks Inc (AMCX)
AMD,Advanced Micro Devices Inc. (AMD)
AME,Ametek Inc (AME)
AMED,Amedisys Inc. (AMED)
AMEH,Apollo Medical Holdings Inc (AMEH)
AMF,(AMF)
AMF_1,(AMF)
AMF_2,Armanino Foods Of Distinction Inc. (AMF)
AMFW,Amec Foster Wheeler Plc (AMFW)
AMFWW_R,AMEC Foster Wheeler plc (AMFWw_r)
AMG,Affiliated Managers Group Inc. (AMG)
AMGN,AMGEN Inc. (AMGN)
AMGP,Antero Midstream GP LP (AMGP)
AMGP_1,Armorgroup International (AMGP)
AMGP_2,Amerigroup Corp (AMGP)
AMH,American Homes 4 Rent (AMH)
AMH_1,Amerus Group Co. (AMH)
AMHC,Amplitude Healthcare Acquisition Corp (AMHC)
AMHCU,Amplitude Healthcare Acquisition Corp (AMHCU)
AMHCW,Amplitude Healthcare Acquisition Corp (AMHCW)
AMH_P_A,American Homes 4 Rent (AMHpA)
AMH_P_B,American Homes 4 Rent (AMHpB)
AMH_P_C,American Homes 4 Rent (AMHpC)
AMH_P_D,American Homes 4 Rent (AMHpD)
AMH_P_E,American Homes 4 Rent (AMHpE)
AMH_P_F,American Homes 4 Rent (AMHpF)
AMH_P_G,American Homes 4 Rent (AMHpG)
AMH_P_H,American Homes 4 Rent (AMHpH)
AMH_P_RC,American Homes 4 Rent (AMHpRC)
AMH_P_RD,American Homes 4 Rent (AMHpRD)
AMH_P_RE,American Homes 4 Rent (AMHpRE)
AMH_P_RF,American Homes 4 Rent (AMHpRF)
AMH_P_RG,American Homes 4 Rent (AMHpRG)
AMID_1,American Midstream Partners LP (AMID)
AMID_2,American Midstream Partners LP (AMID)
AMJ,JPMorgan Chase & Co. (AMJ)
AMJL,Credit Suisse AG Nassau Branch (AMJL)
AMK,Assetmark Financial Holdings Inc (AMK)
AMKR,AMKOR Technology Inc. (AMKR)
AMLP,ALPS Fund Services (AMLP)
AMN,AMN Healthcare Services Inc. (AMN)
AMN_1,Ameron International Corp. (AMN)
AMNB,American National Bankshares Inc. (AMNB)
AMO,(AMO)
AMO_1,(AMO)
AMO_2,Gungnir Resources Inc (AMO)
AMOM,Exchange Listed Funds Trust (AMOM)
AMOT,Allied Motion Technologies Inc (AMOT)
AMOV,America Movil S.A.B.DE C.V. (AMOV)
AMP,Ameriprise Financial Inc (AMP)
AMPE,Ampio Pharmaceuticals Inc (AMPE)
AMPH,Amphastar Pharmaceuticals Inc (AMPH)
AMP_P_RA_CL,Ameriprise Financial Inc (AMPpRA.CL)
AMPY,Amplify Energy Corp. (AMPY)
AMPY_1,Amplify Energy Corp (AMPY)
AMR,Alta Mesa Resources Inc (AMR)
AMRB,American River Bancshares (AMRB)
AMRC,Ameresco Inc. (AMRC)
AMRE,AmREIT Inc. (AMRE)
AMRE_1,AmREIT Inc. (AMRE)
AMRH,Ameri Holdings Inc (AMRH)
AMRHW,Ameri Holdings Inc (AMRHW)
AMRK,A-Mark Precious Metals Inc (AMRK)
AMRN,Amarin Corp (AMRN)
AMRS,Amyris Inc (AMRS)
AMRWW,Alta Mesa Resources Inc (AMRWW)
AMRX,Amneal Pharmaceuticals Inc (AMRX)
AMS,American Shared Hospital Services (AMS)
AMSC,American Superconductor Corp. (AMSC)
AMSF,Amerisafe Inc (AMSF)
AMST,Amesite Operating Co (AMST)
AMSWA,American Software Inc. (AMSWA)
AMT,American Tower Corp. (AMT)
AMT_1,American Tower Corp. (AMT)
AMTB,Amerant Bancorp Inc (AMTB)
AMTBB,Amerant Bancorp Inc (AMTBB)
AMTD,TD Ameritrade Holding Corp. (AMTD)
AMTG,Apollo Residential Mortgage Inc (AMTG)
AMTG_P_A,Apollo Residential Mortgage Inc (AMTGpA)
AMTI,Applied Molecular Transport Inc (AMTI)
AMT_P_A,American Tower Corp. (AMTpA)
AMT_P_B,American Tower Corp. (AMTpB)
AMT_P_RB,American Tower Corp. (AMTpRB)
AMTX,Aemetis Inc (AMTX)
AMU,ETRACS Alerian MLP Index (AMU)
AMU_1,UBS AG London Branch (AMU)
AMU_3,(AMU)
AMU_4,AMAG Pharmaceuticals Inc (AMU)
AMUB,UBS AG London Branch (AMUB)
AMWD,American Woodmark Corp. (AMWD)
AMWL,American Well Corporation (AMWL)
AMX,America Movil S.A.B.DE C.V. (AMX)
AMYT,Amryt Pharma Plc (AMYT)
AMZA,ETFis Series Trust I (AMZA)
AMZN,Amazon.com Inc. (AMZN)
AN,Autonation Inc. (AN)
ANAB,AnaptysBio Inc (ANAB)
ANAT,American National Group Inc (ANAT)
ANAT_1,American National Group Inc (ANAT)
ANB_P_C_,(ANBpC_)
ANB_P_C_CL,Santander UK Plc (ANBpC.CL)
ANCB,Anchor Bancorp (ANCB)
ANCN,Anchiano Therapeutics Ltd (ANCN)
ANCX,Access National Corp (ANCX)
ANDA,Andina Acquisition Corp III (ANDA)
ANDAR,Andina Acquisition Corp III (ANDAR)
ANDAU,Andina Acquisition Corp III (ANDAU)
ANDAW,Andina Acquisition Corp III (ANDAW)
ANDE,Andersons Inc. (ANDE)
ANDV,Andeavor (ANDV)
ANDX_1,Andeavor Logistics LP (ANDX)
ANET,Arista Networks Inc (ANET)
ANET_1,Authorize.Net Holdings Inc (ANET)
ANEW,ProShares Trust (ANEW)
ANF,Abercrombie & Fitch Co. (ANF)
ANFI,Amira Nature Foods Ltd (ANFI)
ANFI_1,ANFI Inc (ANFI)
ANGI,ANGI Homeservices Inc (ANGI)
ANGL,VanEck Vectors ETF Trust (ANGL)
ANGO,Angiodynamic Inc (ANGO)
ANH,Anworth Mortgage Asset Corp. (ANH)
ANH_P_A,Anworth Mortgage Asset Corp. (ANHpA)
ANH_P_B,Anworth Mortgage Asset Corp. (ANHpB)
ANH_P_C,Anworth Mortgage Asset Corp. (ANHpC)
ANH_P_RA,Anworth Mortgage Asset Corp. (ANHpRA)
ANH_P_RB,Anworth Mortgage Asset Corp. (ANHpRB)
ANH_PR_B,Anworth Mortgage Asset Corporation (ANH.pR.B)
ANH_P_RC,Anworth Mortgage Asset Corp. (ANHpRC)
ANIK,Anika Therapeutics Inc. (ANIK)
ANIP,ANI Pharmaceuticals Inc (ANIP)
ANIX,Anixa Biosciences Inc (ANIX)
ANL,American Land Lease Inc. (ANL)
ANL_P_A_,American Land Lease Inc. (ANLpA_)
ANN,Ann Inc (ANN)
ANNX,Annexon Inc (ANNX)
ANPC,AnPac Bio-Medical Science Co Ltd (ANPC)
ANR,Alpha Natural Resources Inc (ANR)
ANSS,Ansys Inc. (ANSS)
ANTE,AirNet Technology Inc (ANTE)
ANTH,Anthera Pharmaceuticals Inc (ANTH)
ANTM,Anthem Inc (ANTM)
ANTX,Anthem Inc (ANTX)
ANVS,Annovis Bio Inc (ANVS)
ANW,Aegean Marine Petroleum Network Inc (ANW)
ANY,Sphere 3D Corp (ANY)
ANZ,Australia & New Zealand Banking Group Ltd. (ANZ)
AOA,BlackRock Institutional Trust Company N.A. (AOA)
AOB,American Oriental Bioengineering Inc (AOB)
AOD,Aberdeen Total Dynamic Dividend Fund (AOD)
AOF,(AOF)
AOF_1,(AOF)
AOF_2,Atoss Software AG (AOF)
AOIL,Aberdeen Standard Investments ETF (AOIL)
AOK,BlackRock Institutional Trust Company N.A. (AOK)
AOL,AOL Inc (AOL)
AOLW_,AOL Inc (AOLw_)
AOM,BlackRock Institutional Trust Company N.A. (AOM)
AON,Aon plc. (AON)
AON_1,Aon plc (AON)
AON_2,Aon plc (AON)
AONE,One (AONE)
AONE_U,One (AONE.U)
AONE_WS,One (AONE.WS)
AONW_,(AONw_)
AO_P_A_CL,Amerco (AOpA.CL)
AOR,BlackRock Institutional Trust Company N.A. (AOR)
AOS,A.O. Smith Corp. (AOS)
AOSL,Alpha & Omega Semiconductor Ltd (AOSL)
AOUT,American Outdoor Brands Inc (AOUT)
AP,Ampco-Pittsburgh Corp. (AP)
APA,Apache Corp. (APA)
APAM,Artisan Partners Asset Management Inc (APAM)
APA_P_RD_,Apache Corp. (APApRD_)
APB,Asia Pacific Fund Inc (APB)
APC,Anadarko Petroleum Corp. (APC)
APD,Air Products & Chemicals Inc. (APD)
APDN,Applied Dna Sciences Inc (APDN)
APDNW,Applied Dna Sciences Inc (APDNW)
APDW,Air Products & Chemicals Inc. (APDw)
APEI,American Public Education Inc (APEI)
APEN,Apollo Endosurgery Inc (APEN)
APEX,Apex Global Brands Inc (APEX)
APF,Morgan Stanley Asia-Pacific Fund Inc (APF)
APFH,Advancepierre Foods Holdings Inc (APFH)
APG,APi Group Corporation (APG)
APH,Amphenol Corp. (APH)
APHA,Aphria Inc (APHA)
API,Agora Inc (API)
APL,Atlas Pipeline Partners LP (APL)
APLE,Apple Hospitality REIT Inc (APLE)
APLP,Archrock Partners L.P. (APLP)
APL_P_E_CL,Atlas Pipeline Partners LP (APLpE.CL)
APLS,Apellis Pharmaceuticals Inc (APLS)
APLT,Applied Therapeutics Inc (APLT)
APM,Aptorum Group Ltd (APM)
APN,Applica Inc (APN)
APO,Apollo Global Management Inc (APO)
APO_1,Apollo Global Management LLC (APO)
APO_2,Apollo Global Management LLC (APO)
APOG,Apogee Enterprises Inc. (APOG)
APOP,Cellect Biotechnology Ltd. (APOP)
APO_P_A,Apollo Global Management Inc (APOpA)
APO_P_A_1,Apollo Global Management LLC (APOpA)
APO_P_B,Apollo Global Management Inc (APOpB)
APO_P_B_1,Apollo Global Management LLC (APOpB)
APO_P_RA,Apollo Global Management LLC (APOpRA)
APOPW,Cellect Biotechnology Ltd. (APOPW)
APPF,Appfolio Inc (APPF)
APPN,Appian Corp (APPN)
APPS,Digital Turbine Inc (APPS)
APRE,Aprea Therapeutics Inc (APRE)
APRI,Apricus Biosciences Inc (APRI)
APRN,Blue Apron Holdings Inc (APRN)
APRN_1,"Fourthstage Technologies, Inc. (APRN)"
APSG_U,Apollo Strategic Growth Capital (APSG.U)
APT,Alpha Pro Tech Ltd. (APT)
APTI,Apptio Inc (APTI)
APTO,Aptose Biosciences Inc (APTO)
APTS,Preferred Apartment Communities Inc (APTS)
APTV,Aptiv PLC (APTV)
APTV_P_A,Aptiv PLC (APTVpA)
APTVW,Delphi Automotive PLC (APTVw)
APTX,Aptinyx Inc (APTX)
APU,Amerigas Partners L P (APU)
APVO,Aptevo Therapeutics Inc (APVO)
APWC,Asia Pacific Wire & Cable (APWC)
APX,BlackRock Apex Municipal Fund Inc (APX)
APXT,Apex Technology Acquisition Corp (APXT)
APXTU,Apex Technology Acquisition Corp (APXTU)
APXTW,Apex Technology Acquisition Corp (APXTW)
APYX,Apyx Medical Corp (APYX)
AQ,Aquantia Corp (AQ)
AQ_1,Acquity Group Ltd (AQ)
AQB,AquaBounty Technologies Inc (AQB)
AQMS,Aqua Metals Inc (AQMS)
AQN,Algonquin Power & Utilities Corp (AQN)
AQNA,Algonquin Power & Utilities Corp (AQNA)
AQNB,Algonquin Power & Utilities Corp (AQNB)
AQST,Aquestive Therapeutics Inc (AQST)
AQUA,Evoqua Water Technologies Corp (AQUA)
AR,Antero Resources Corp (AR)
ARA,American Renal Associates Holdings Inc. (ARA)
ARA_1,Aracruz Celulose S.A. (ARA)
ARAV,Aravive Inc (ARAV)
ARAY,Accuray Inc (ARAY)
ARB,AltShares Trust (ARB)
ARC,ARC Document Solutions Inc (ARC)
ARCB,ArcBest Corp (ARCB)
ARCC,Ares Capital Corp (ARCC)
ARCE,Arco Platform Ltd (ARCE)
ARCH,Arch Resources Inc (ARCH)
ARCH_1,Archemix Corp (ARCH)
ARCM,Arrow Investments Trust (ARCM)
ARCO,Arcos Dorados Holdings Inc (ARCO)
ARC_P_A_,(ARCpA_)
ARCT,Arcturus Therapeutics Holdings Inc (ARCT)
ARCT_1,Arcturus Therapeutics Ltd (ARCT)
ARCW,ARC Group Worldwide Inc (ARCW)
ARCX_1,Arc Logistics Partners LP (ARCX)
ARCX_2,Arc Logistics Partners LP (ARCX)
ARD,Ardagh Group S.A. (ARD)
ARD_1,"Arena Resources, Inc. (ARD)"
ARDC,Ares Dynamic Credit Allocation Fund Inc (ARDC)
ARDC_1,Ardea Biosciences Inc (ARDC)
ARDM,Aradigm Corp. (ARDM)
ARDS,Aridis Pharmaceuticals Inc (ARDS)
ARDW,(ARDw)
ARDX,Ardelyx Inc (ARDX)
ARE,Alexandria Real Estate Equities Inc. (ARE)
AREC,American Resources Corporation (AREC)
ARE_P_B_,(AREpB_)
ARE_P_B_CL,Alexandria Real Estate Equities Inc. (AREpB.CL)
ARE_P_D,Alexandria Real Estate Equities Inc. (AREpD)
ARE_P_E_CL,Alexandria Real Estate Equities Inc. (AREpE.CL)
ARE_P_RC_CL,Alexandria Real Estate Equities Inc. (AREpRC.CL)
ARE_P_RD,Alexandria Real Estate Equities Inc. (AREpRD)
ARES,Ares Management Corp (ARES)
ARES_1,Ares Management L.P. (ARES)
ARES_P_A,Ares Management Corp (ARESpA)
ARES_P_A_1,Ares Management L.P. (ARESpA)
ARES_P_RA,Ares Management L.P. (ARESpRA)
AREX,Approach Resources Inc (AREX)
ARG,Airgas Inc. (ARG)
ARGD,Argo Group US Inc (ARGD)
ARGO,Argo Group International Holdings Ltd (ARGO)
ARGO_P_A,Argo Group International Holdings Ltd (ARGOpA)
ARGT,Global X Funds (ARGT)
ARGX,Argen X SE (ARGX)
ARH_P_C,Arch Capital Group Ltd (ARHpC)
ARH_P_C_CL,Arch Capital Group Ltd (ARHpC.CL)
ARH_P_RA_CL,Arch Capital Group Ltd (ARHpRA.CL)
ARH_P_RB_CL,Arch Capital Group Ltd (ARHpRB.CL)
ARH_P_RC,Arch Capital Group Ltd (ARHpRC)
ARH_P_RCCL,Arch Capital Group Ltd (ARHpRCCL)
ARI,Apollo Commercial Real Estate Finance Inc (ARI)
ARII,American Railcar Industries Inc (ARII)
ARI_P_A_CL,Apollo Commercial Real Estate Finance Inc (ARIpA.CL)
ARI_P_C,Apollo Commercial Real Estate Finance Inc (ARIpC)
ARI_P_C_CL,Apollo Commercial Real Estate Finance Inc (ARIpC.CL)
ARI_P_RC,Apollo Commercial Real Estate Finance Inc (ARIpRC)
ARJ,Arch Chemicals Inc (ARJ)
ARK,BlackRock Senior High Income Fund Inc (ARK)
ARKF,ARK ETF Trust (ARKF)
ARKG,ARK Investment Management LLC (ARKG)
ARKK,ARK Investment Management LLC (ARKK)
ARKQ,ARK Investment Management LLC (ARKQ)
ARKR,Ark Restaurants Corp. (ARKR)
ARKW,ARK Investment Management LLC (ARKW)
ARL,American Realty Investors Inc. (ARL)
ARLO,Arlo Technologies Inc (ARLO)
ARLOW,Arlo Technologies Inc (ARLOw)
ARLP,"Alliance Resource Partners, LP (ARLP)"
ARLZ,Aralez Pharmaceuticals Inc (ARLZ)
ARMF,Ares Multi-Strategy Credit Fund Inc (ARMF)
ARMK,Aramark (ARMK)
ARMO,ARMO BioSciences Inc (ARMO)
ARMP,Armata Pharmaceuticals Inc (ARMP)
ARMR,Exchange Listed Funds Trust (ARMR)
ARN,Ares Capital Corp (ARN)
ARNA,Arena Pharmaceuticals Inc (ARNA)
ARNC,Arconic Corporation (ARNC)
ARN_CL,Ares Capital (ARN.CL)
ARNC_P,Howmet Aerospace Inc (ARNCp)
ARNC_P_1,Arconic Inc (ARNCp)
ARNC_P_B,Arconic Inc (ARNCpB)
ARNCW,Alcoa Inc. (ARNCw)
ARO,Aeropostale Inc (ARO)
AROC,Archrock Inc (AROC)
AROCW,Archrock Inc (AROCw)
AROW,Arrow Financial Corp. (AROW)
ARP,Atlas Resource Partners L.P (ARP)
ARPI,American Residential Properties Inc (ARPI)
ARPO,Aerpio Pharmaceuticals Inc (ARPO)
ARP_P_D,Atlas Resource Partners L.P (ARPpD)
ARP_P_E,Atlas Resource Partners L.P (ARPpE)
ARPW_,0 (ARPw_)
ARQL,Arqule Inc. (ARQL)
ARQT,Arcutis Biotherapeutics Inc (ARQT)
ARR,ARMOUR Residential REIT Inc (ARR)
ARR_P_A,ARMOUR Residential REIT Inc (ARRpA)
ARR_P_A_CL,ARMOUR Residential REIT Inc (ARRpA.CL)
ARR_P_B_CL,ARMOUR Residential REIT Inc (ARRpB.CL)
ARR_P_C,ARMOUR Residential REIT Inc (ARRpC)
ARR_P_RA,ARMOUR Residential REIT Inc (ARRpRA)
ARR_P_RB,ARMOUR Residential REIT Inc (ARRpRB)
ARRS,ARRIS International plc (ARRS)
ARRY,Array Technologies Inc (ARRY)
ARS,Aleris International Inc. (ARS)
ART,Artio Global Investors Inc (ART)
ARTL,Artelo Biosciences Inc (ARTL)
ARTLW,Artelo Biosciences Inc (ARTLW)
ARTNA,Artesian Resources Corp. (ARTNA)
ARTW,Art`s-way Manufacturing Co. Inc. (ARTW)
ARTX,Arotech Corp. (ARTX)
ARU,Ares Capital Corp (ARU)
ARU_CL,Ares Capital Corporation (ARU.CL)
ARVN,Arvinas Inc (ARVN)
ARVR,Exchange Traded Concepts Trust (ARVR)
ARW,Arrow Electronics Inc. (ARW)
ARWR,Arrowhead Pharmaceuticals Inc. (ARWR)
ARX,Aeroflex Holding Corp. (ARX)
ARY,Ares Capital Corp (ARY)
ARYA,ARYA Sciences Acquisition Corp III (ARYA)
ARYA_1,Arya Sciences Acquisition Corp (ARYA)
ARYAU,Arya Sciences Acquisition Corp (ARYAU)
ARYAW,Arya Sciences Acquisition Corp (ARYAW)
ARYB,ARYA Sciences Acquisition Corp II (ARYB)
ARYBU,ARYA Sciences Acquisition Corp II (ARYBU)
ARYBW,ARYA Sciences Acquisition Corp II (ARYBW)
ARY_CL,Ares Capital Corporation (ARY.CL)
ASA,ASA Gold and Precious Metals Ltd (ASA)
ASAN,Asana Inc (ASAN)
ASAQ,Atlantic Avenue Acquisition Corp (ASAQ)
ASAQ_U,Atlantic Avenue Acquisition Corp (ASAQ.U)
ASAQ_WS,Atlantic Avenue Acquisition Corp (ASAQ.WS)
ASB,Associated Banc-Corp. (ASB)
ASB_1,AdvanSource Biomaterials Corp (ASB)
ASB_P_B_CL,Associated Banc-Corp. (ASBpB.CL)
ASB_P_C,Associated Banc-Corp. (ASBpC)
ASB_P_D,Associated Banc-Corp. (ASBpD)
ASB_P_E,Associated Banc-Corp. (ASBpE)
ASB_P_F,Associated Banc-Corp. (ASBpF)
ASB_P_RC,Associated Banc-Corp. (ASBpRC)
ASB_P_RD,Associated Banc-Corp. (ASBpRD)
ASB_WS,Associated Banc-Corp. (ASB.WS)
ASC,Ardmore Shipping Corp (ASC)
ASCMA,Ascent Capital Group Inc (ASCMA)
ASDW,(ASDw)
ASEA,Global X Funds (ASEA)
ASET,FlexShares Trust (ASET)
ASF,Insperity Inc (ASF)
ASFI,Asta Funding Inc. (ASFI)
ASG,Liberty All-Star Growth Fund Inc (ASG)
ASG_1,Liberty All-star Growth Fund Inc. (ASG)
ASGI,Aberdeen Standard Global Infrastructure Income Fund (ASGI)
ASGN,ASGN Inc (ASGN)
ASH,Ashland Global Holdings Inc (ASH)
ASH_1,Ashland Inc. (ASH)
ASHR,DBX ETF Trust (ASHR)
ASHS,DBX ETF Trust (ASHS)
ASHW,Ashland Global Holdings Inc (ASHw)
ASHX,DBX ETF Trust (ASHX)
ASI,American Safety Insurance Holdings Ltd. (ASI)
ASIX,AdvanSix Inc (ASIX)
ASLN,ASLAN Pharmaceuticals Ltd (ASLN)
ASM,Avino Silver & Gold Mines Ltd. (ASM)
ASMB,Assembly Biosciences Inc (ASMB)
ASML,ASML Holding NV (ASML)
ASN,Archstone-Smith Trust (ASN)
ASNA,Ascena Retail Group Inc (ASNA)
ASND,Ascendis Pharma A/S (ASND)
ASNS,Arsanis Inc (ASNS)
ASNS_1,Arsanis Inc (ASNS)
ASO,Academy Sports and Outdoors Inc (ASO)
ASP,American Strategic Income Portfolio Inc (ASP)
ASPL_U,Aspirational Consumer Lifestyle Corp (ASPL.U)
ASPN,Aspen Aerogels Inc. (ASPN)
ASPS,Altisource Portfolio Solutions S.A. (ASPS)
ASPU,Aspen Group Inc (ASPU)
ASR,Grupo Aeroportuario Del Sureste S.A. (ASR)
ASRT,Assertio Holdings Inc (ASRT)
